270665.846	270671.85921573	270677.93762022	270684.0283986	270690.11922339	270696.21239391	270702.30922041	270708.40825563	270714.50792558	270720.60685277	270726.70332569	270732.7991261	270738.91215039	270745.09389301	270751.421
270662.181	270668.38093546	270674.55103989	270680.70752694	270686.85823441	270693.00924815	270699.16297518	270705.31864003	270711.4748347	270717.6309406	270723.78779712	270729.95158939	270736.14279409	270742.40216234	270748.765
270658.883	270665.09192592	270671.29628604	270677.48780887	270683.67993124	270689.87644477	270696.07595023	270702.27724754	270708.48012154	270714.68569854	270720.89719537	270727.11979384	270733.35671488	270739.59721819	270745.803
270655.595	270661.86842932	270668.10267831	270674.31119222	270680.52667686	270686.75535276	270692.99016582	270699.22713816	270705.46695272	270711.71229137	270717.96625691	270724.22772915	270730.47974247	270736.67581268	270742.758
270652.332	270658.6458148	270664.8788411	270671.09220508	270677.32397682	270683.57784705	270689.84252417	270696.11055627	270702.38212572	270708.66070547	270714.94867249	270721.24066212	270727.51543028	270733.7457013	270739.944
270649.01	270655.25499023	270661.52313704	270667.78179957	270674.04760481	270680.33074749	270686.62632024	270692.92687287	270699.23090764	270705.54120696	270711.86084987	270718.18941615	270724.51864459	270730.84020155	270737.19
270645.298	270651.682077	270658.07223976	270664.41437617	270670.73336042	270677.05748737	270683.39199102	270689.73209049	270696.07518061	270702.42206087	270708.77466363	270715.13606212	270721.50883271	270727.87731811	270734.199
270641.672	270648.22959136	270654.66665401	270661.04328209	270667.40974222	270673.78609997	270680.1719104	270686.5623269	270692.95509991	270699.34972438	270705.74446698	270712.1345786	270718.51304756	270724.87172317	270731.175
270638.431	270644.89815053	270651.26000583	270657.63625095	270664.05035848	270670.48837912	270676.93638994	270683.38783228	270689.84119621	270696.29623796	270702.75053431	270709.19704286	270715.62933068	270722.073922	270728.642
270635.185	270641.35089857	270647.68308839	270654.12426534	270660.61601286	270667.12533529	270673.64108822	270680.15998342	270686.68112685	270693.20503849	270699.73290441	270706.26713891	270712.81605359	270719.40415946	270726.086
270631.235	270637.48841961	270643.95663877	270650.52682489	270657.11683188	270663.70313536	270670.28812046	270676.87570721	270683.46634023	270690.06085385	270696.66318474	270703.28116049	270709.92249892	270716.57274715	270723.161
270627.292	270633.75295516	270640.29770127	270646.93587603	270653.60305381	270660.26461827	270666.92003483	270673.57634985	270680.23585964	270686.89915403	270693.5689565	270700.24920785	270706.93823945	270713.6186476	270720.266
270623.861	270630.22915381	270636.72634092	270643.38159407	270650.10928484	270656.84357236	270663.57127473	270670.29832725	270677.02794106	270683.75993495	270690.49411754	270697.23163423	270703.97971336	270710.76536539	270717.657
270620.35	270626.57760299	270633.10853179	270639.84351758	270646.64839466	270653.45573739	270660.25581029	270667.05503031	270673.85622364	270680.65844288	270687.4602281	270694.26391643	270701.08928913	270707.99588851	270715.06
270616.406	270622.78904948	270629.49955837	270636.3595212	270643.24678389	270650.12300363	270656.99100913	270663.85873479	270670.72823036	270677.59850079	270684.46970014	270691.34926142	270698.26488238	270705.2758895	270712.445
270612.416	270619.19136534	270626.05394222	270632.99092216	270639.93815128	270646.87315507	270653.80099775	270660.72889969	270667.65854431	270674.58962898	270681.52494765	270688.47701576	270695.47589724	270702.56610526	270709.775
270609.132	270615.89281416	270622.77281413	270629.73416777	270636.72187915	270643.70747528	270650.68880306	270657.67023998	270664.65339034	270671.63873755	270678.63025581	270685.64102347	270692.69744516	270699.82669186	270707.02
270605.818	270612.61383662	270619.52591767	270626.51901106	270633.54965479	270640.58671793	270647.62215829	270654.65768838	270661.69475726	270668.7341561	270675.77888848	270682.83707373	270689.9244617	270697.06104133	270704.228
270602.387	270609.26577375	270616.22296454	270623.27174152	270630.36175249	270637.45921031	270644.55566939	270651.65206937	270658.74945446	270665.84813511	270672.94905651	270680.05641825	270687.18676546	270694.38985953	270701.77
270598.956	270605.79023839	270612.82607643	270619.96471984	270627.13052772	270634.29661638	270641.46056709	270648.62412881	270655.78765865	270662.95042678	270670.11159935	270677.27573081	270684.47151667	270691.77777063	270699.296
270595.168	270602.19074687	270609.38294851	270616.62445891	270623.86471661	270631.09761664	270638.32744944	270645.55643242	270652.78426685	270660.00947432	270667.23076056	270674.4548324	270681.71617278	270689.0865911	270696.594
270591.378	270598.68038774	270605.98404215	270613.28534999	270620.57679024	270627.86184884	270635.14449055	270642.42591137	270649.70565358	270656.98267141	270664.25710474	270671.53738775	270678.85451863	270686.2704717	270693.856
270587.994	270595.31014309	270602.63044823	270609.94531574	270617.25910485	270624.57299621	270631.88637836	270639.19867699	270646.50979899	270653.82053669	270661.13466649	270668.46244441	270675.82047293	270683.21939641	270690.609
270584.614	270591.94939477	270599.26849003	270606.57861077	270613.89290247	270621.21182548	270628.53199999	270635.85178798	270643.17173778	270650.49502261	270657.82961668	270665.18737527	270672.56940571	270679.94119831	270687.276
270581.235	270588.56298232	270595.87036875	270603.16878708	270610.47086096	270617.77830751	270625.08794222	270632.39807582	270639.70984766	270647.02780372	270654.36056573	270661.71431252	270669.06865737	270676.34179034	270683.408
270577.856	270585.13520443	270592.43227138	270599.71862528	270607.0035857	270614.29365074	270621.58687387	270628.88139504	270636.17845856	270643.48214639	270650.7970143	270658.1169401	270665.4025486	270672.57347833	270679.571
270574.352	270581.66523016	270588.96609301	270596.23804681	270603.50589571	270610.78135919	270618.06184438	270625.34423861	270632.62921356	270639.91906801	270647.21313801	270654.49921111	270661.74922945	270668.94701167	270676.167
270570.772	270578.1567459	270585.46547771	270592.7246497	270599.98114062	270607.24955146	270614.52513463	270621.80301317	270629.08289105	270636.36530803	270643.64710436	270650.91940682	270658.17718028	270665.44665564	270672.79
270567.191	270574.60767698	270581.90572283	270589.15806521	270596.41482732	270603.6868791	270610.96709602	270618.24968246	270625.53357887	270632.81840154	270640.1017029	270647.38210703	270654.67109274	270662.00342614	270669.421
270563.684	270570.99376552	270578.25146721	270585.50379061	270592.77744653	270600.06789509	270607.3653042	270614.66474224	270621.9650742	270629.26570887	270636.56597024	270643.86963754	270651.19277439	270658.56470347	270666.01
270559.991	270567.23720068	270574.44976077	270581.72191371	270589.03491794	270596.36171948	270603.69197499	270611.02363268	270618.35613997	270625.68896145	270633.02240102	270640.36075407	270647.71510422	270655.0959769	270662.496
270556.287	270563.25563264	270570.45832555	270577.78965474	270585.16270949	270592.54081593	270599.91835969	270607.29674395	270614.67614898	270622.05623586	270629.43729413	270636.82014707	270644.2046015	270651.58352885	270658.921
270551.874	270558.99315313	270566.30613011	270573.71755193	270581.1542718	270588.58945308	270596.02193785	270603.45481744	270610.88883283	270618.32417118	270625.76150659	270633.19978203	270640.63355135	270648.06361946	270655.523
270547.348	270554.67653443	270562.07249159	270569.53730892	270577.02690473	270584.51591743	270592.00182714	270599.48760451	270606.97447103	270614.4634702	270621.95711149	270629.45862203	270636.97145259	270644.50858235	270652.14
270543.079	270550.38373855	270557.79590457	270565.298825	270572.83337012	270580.36771715	270587.89833183	270595.42834462	270602.95936539	270610.49324653	270618.03431803	270625.58830671	270633.15402778	270640.69993448	270648.128
270538.829	270546.09101251	270553.53916509	270561.09145316	270568.66478644	270576.2326079	270583.79581682	270591.35837407	270598.92192123	270606.48847427	270614.06189476	270621.64355264	270629.21713214	270636.7295765	270644.127
270534.565	270541.8801701	270549.42322032	270557.02031355	270564.61570611	270572.20235786	270579.78513064	270587.36759322	270594.9510365	270602.5368847	270610.12642259	270617.7153167	270625.28541829	270632.81021971	270640.309
270530.21	270537.89018188	270545.51856784	270553.12421742	270560.71907393	270568.30987425	270575.89934396	270583.48892489	270591.07950704	270598.67191312	270606.26539104	270613.85307863	270621.42101584	270628.96584346	270636.517
270526.522	270534.15715296	270541.75800777	270549.33299998	270556.9098725	270564.49315454	270572.07863413	270579.6646571	270587.25182726	270594.84098546	270602.43162993	270610.01945386	270617.5971012	270625.16746148	270632.765
270522.822	270530.40989567	270537.96335087	270545.49724625	270553.05084706	270560.62199585	270568.19884326	270575.77669461	270583.35594274	270590.93803281	270598.52437428	270606.11591989	270613.71342668	270621.32057549	270628.96
270518.874	270526.47788705	270533.96277594	270541.46437387	270549.0062519	270556.57227246	270564.1458956	270571.72093628	270579.29756461	270586.87780404	270594.46490243	270602.06373483	270609.67838509	270617.30494888	270624.922
270514.925	270522.21505488	270529.65585971	270537.17113773	270544.72984183	270552.30899597	270559.89497775	270567.48257638	270575.07165923	270582.66416254	270590.26369802	270597.87655681	270605.50991615	270613.16824576	270620.883
270510.11	270517.56970948	270525.11656148	270532.70473231	270540.3090692	270547.92112357	270555.53685152	270563.15378673	270570.77161018	270578.39169454	270586.01647386	270593.64972531	270601.29584016	270608.95060586	270616.597
270505.304	270512.93799516	270520.59059232	270528.25262316	270535.90689108	270543.55767673	270551.2085731	270558.85953915	270566.51036647	270574.16209326	270581.81590246	270589.46971088	270597.11296543	270604.72615461	270612.265
270500.953	270508.54412751	270516.25710715	270523.95518806	270531.63528939	270539.30954234	270546.98238959	270554.65405854	270562.32452402	270569.9947133	270577.66560336	270585.33444261	270592.99054861	270600.63132978	270608.313
270496.541	270504.40016631	270512.13183968	270519.81196121	270527.48053148	270535.14898506	270542.81675006	270550.48266141	270558.14686603	270565.81015654	270573.47362208	270581.13940782	270588.81501042	270596.51840969	270604.297
270492.787	270500.47986481	270508.10428554	270515.71238412	270523.33244813	270530.96111068	270538.59078366	270546.21883946	270553.84576038	270561.4726106	270569.1004902	270576.7329779	270584.38287622	270592.06919466	270599.758
270489.023	270496.52176209	270504.00889993	270511.52017055	270519.06262198	270526.61890199	270534.177404	270541.73523509	270549.29343975	270556.85427971	270564.42085412	270571.998778	270579.60579019	270587.31097999	270595.324
270485.03	270492.3942395	270499.74361774	270507.15288377	270514.59907799	270522.05728642	270529.51749106	270536.97803051	270544.4404243	270551.90851424	270559.39002793	270566.89797773	270574.44746102	270582.03712037	270589.573
270481.034	270488.07646062	270495.30670628	270502.62328947	270509.96397543	270517.30972436	270524.65658249	270532.0044562	270539.3549146	270546.71231249	270554.08600238	270561.48854789	270568.91520254	270576.29422143	270583.494
270476.677	270483.62222198	270490.79136084	270498.01335989	270505.24240816	270512.47227657	270519.70319077	270526.93557764	270534.17076202	270541.41192232	270548.66320098	270555.92386235	270563.1765645	270570.38558714	270577.579
270472.106	270479.18507942	270486.28004744	270493.38918053	270500.50261156	270507.61837131	270514.73597575	270521.85538917	270528.97765324	270536.10437748	270543.23424231	270550.35698445	270557.45778482	270564.55983931	270571.751
270467.906	270474.82671772	270481.77181205	270488.74898058	270495.74531324	270502.74848139	270509.75409096	270516.76159511	270523.77182552	270530.78566629	270537.80230153	270544.82053557	270551.85355437	270558.96096259	270566.256
270463.706	270470.43900664	270477.20469549	270484.0469361	270490.92815039	270497.81869141	270504.71108088	270511.60516849	270518.50175433	270525.40199161	270532.30919225	270539.23592396	270546.21612994	270553.30603706	270560.557
270459.469	270465.95785358	270472.54266214	270479.26296123	270486.0316574	270492.80656433	270499.58176812	270506.35857297	270513.13790621	270519.9214975	270526.7150027	270533.53313265	270540.40013387	270547.32550022	270554.265
270455.231	270461.34076026	270467.81891866	270474.44143813	270481.09242364	270487.74264747	270494.39237414	270501.04409433	270507.698782	270514.35831634	270521.0270949	270527.71182497	270534.41769714	270541.14294677	270547.87
270450.429	270456.64553382	270463.12142733	270469.642721	270476.16028054	270482.67333282	270489.18669402	270495.7026401	270502.22199081	270508.74615149	270515.27721364	270521.81869053	270528.38566948	270535.03533466	270541.9
270445.627	270452.06640767	270458.47132679	270464.85737257	270471.22983803	270477.59901047	270483.96973066	270490.34330903	270496.72031247	270503.10162056	270509.48892897	270515.89095954	270522.34595248	270528.96077413	270535.93
270441.48	270447.57828798	270453.76883447	270459.99908567	270466.23053029	270472.46125465	270478.69416737	270484.92989968	270491.16881128	270497.41191775	270503.66298715	270509.93695197	270516.27237013	270522.71508749	270529.213
270437.333	270442.89691033	270448.88652895	270454.97820626	270461.08457692	270467.19240795	270473.30272767	270479.41577061	270485.5318489	270491.65283364	270497.78519354	270503.94445814	270510.14752306	270516.37123568	270522.497
270432.036	270437.86656591	270443.79485445	270449.77729011	270455.77562535	270461.77830518	270467.78381439	270473.79187504	270479.80296577	270485.81984126	270491.85032944	270497.90774615	270503.99737889	270510.09228551	270516.154
270426.738	270432.69291437	270438.57589892	270444.46344049	270450.36558177	270456.27500197	270462.18746723	270468.1021521	270474.01981885	270479.94358804	270485.88081774	270491.84172079	270497.82912804	270503.82635731	270509.81
270421.697	270427.52096273	270433.32764554	270439.12888596	270444.9409801	270450.7610353	270456.5841339	270462.40907496	270468.23680297	270474.07028296	270479.91508487	270485.77647788	270491.65162779	270497.52697838	270503.411
270416.657	270422.37737154	270428.10168799	270433.82074097	270439.5451254	270445.27616195	270451.01008346	270456.74553913	270462.48344567	270468.22629271	270473.97746422	270479.73743951	270485.49905861	270491.254761	270497.011
270411.723	270417.27940257	270422.89782709	270428.52880029	270434.16723592	270439.81130808	270445.45782463	270451.10559206	270456.75539011	270462.40908299	270468.06845721	270473.73304192	270479.40274833	270485.09818335	270490.902
270406.789	270412.18300268	270417.68817027	270423.23011006	270428.78703073	270434.34922624	270439.91307412	270445.47783726	270451.04415961	270456.61326953	270462.1863001	270467.76494858	270473.35934925	270479.00787488	270484.793
270401.6	270407.02565638	270412.46305482	270417.93123296	270423.41369089	270428.89986632	270434.38679587	270439.87423854	270445.36262811	270450.85259848	270456.3449884	270461.84272696	270467.35683789	270472.90900703	270478.498
270396.411	270401.82464286	270407.23828571	270412.65192857	270418.06557143	270423.47921429	270428.89285714	270434.3065	270439.72014286	270445.13378571	270450.54742857	270455.96107143	270461.37471429	270466.78835714	270472.202
